"","job.title","company.name","location","job.description","job.seen.beacon","job.id","location.type"
"211","Data Scientist","Bio-Reference Laboratories, Inc.","Elmwood Park, NJ 07407•","Discover, understand, and organize disparate data sources and structure them into clean data models that unlock analytics for commercial, operational, technical…","Data ScientistBio-Reference Laboratories, Inc.3.5Elmwood Park, NJ 07407•RemoteDiscover, understand, and organize disparate data sources and structure them into clean data models that unlock analytics for commercial, operational, technical…
30+ days ago·More...View all Bio-Reference Laboratories, Inc. jobs in Elmwood Park, NJ - Elmwood Park jobsSalary Search: Data Scientist salariesSee popular questions & answers about Bio-Reference Laboratories, Inc.","job_f9046390ca0de064","Remote"
"311","Data Scientist, Accounting","Spotify","New York, NY","You have worked in data analytics for a minimum of 2 years with relevant experience with accounting and financial data analysis.","Data Scientist, AccountingSpotify4.3New York, NYYou have worked in data analytics for a minimum of 2 years with relevant experience with accounting and financial data analysis.
30+ days ago·More...View all Spotify jobs in New York, NY - New York jobsSalary Search: Data Scientist, Accounting salaries in New York, NYSee popular questions & answers about Spotify","job_67f7572fc0d3d991",""
"411","Junior Data Scientist","PIÑATA SCIENCES","Boston, MA","Experience with machine learning techniques.
 As an energetic data scientist you will be responsible for taking in person findings and developing practical…","Junior Data ScientistPIÑATA SCIENCESBoston, MAExperience with machine learning techniques.
 As an energetic data scientist you will be responsible for taking in person findings and developing practical…
30+ days ago·More...View all PIÑATA SCIENCES jobs in Boston, MA - Boston jobsSalary Search: Junior Data Scientist salaries in Boston, MA","job_7ee6e4997258f140",""
"511","Data Scientist","CBL Solutions Inc","Temporarily ","Emphasize the value of data/analytics and help drive a data-informed culture.
 Experience with data visualization tools such as Tableau, PowerBI.","Data ScientistCBL Solutions IncTemporarily Remote$40 - $80 an hourEasily applyUrgently hiringEmphasize the value of data/analytics and help drive a data-informed culture.
 Experience with data visualization tools such as Tableau, PowerBI.
Active 2 days ago·More...View all CBL Solutions Inc jobs in Remote - Remote jobsSalary Search: Data Scientist salaries in Remote","job_6b334baf0a9bf5d4","Remote"
"611","Data Scientist, Operations Data Science - Remote","Google","Mountain View, CA•","4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems.","Data Scientist, Operations Data Science - RemoteGoogle4.3Mountain View, CA•Remote$95,000 a year4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems.
30+ days ago·More...View all Google jobs in Mountain View, CA - Mountain View jobsSalary Search: Data Scientist, Operations Data Science - Remote salaries in Mountain View, CASee popular questions & answers about Google","job_5df4f19a4abba7a9","Remote"
"711","Data Scientist, Marketing and Acquisition","Clearcover","Illinois•","A successful Data Scientist will collaborate with our machine learning engineers and data engineers to proactively influence the direction of the company.","Data Scientist, Marketing and AcquisitionClearcoverIllinois•RemoteEasily applyA successful Data Scientist will collaborate with our machine learning engineers and data engineers to proactively influence the direction of the company.
30+ days ago·More...View all Clearcover jobs in Illinois - Illinois jobsSalary Search: Data Scientist, Marketing and Acquisition salaries in Illinois","job_cced4785aa15c310","Remote"
"811","Profesor/a Data Science","Coderhouse","","Nuestro foco está en la educación digital y tenemos alcance mundial, dictamos cursos de desarrollo, marketing digital, diseño, data y producto.","Profesor/a Data ScienceCoderhouseRemoteNuestro foco está en la educación digital y tenemos alcance mundial, dictamos cursos de desarrollo, marketing digital, diseño, data y producto.
13 days ago·More...View all Coderhouse jobs in Remote - Remote jobsSalary Search: Profesor/a Data Science salaries in Remote","job_46b3175e11d65f40","Remote"
"911","Data Scientist","Ribbon Health","New York, NY","We’re building a data platform and API layer that powers the workflows of healthcare providers, care navigation platforms, health plans, and emerging digital…","Data ScientistRibbon HealthNew York, NYWe’re building a data platform and API layer that powers the workflows of healthcare providers, care navigation platforms, health plans, and emerging digital…
30+ days ago·More...View all Ribbon Health jobs in New York, NY - New York jobsSalary Search: Data Scientist salaries in New York, NY","job_6436e44787661e89",""
"1011","Data Scientist","QuaEra","New York, NY 10018 (Garment District area)","Experience with R, Python, PySpark and data visualization software such as Tableau.
 Experience with machine and statistical learning areas such as…","Data ScientistQuaEraNew York, NY 10018 (Garment District area)Experience with R, Python, PySpark and data visualization software such as Tableau.
 Experience with machine and statistical learning areas such as…
30+ days ago·More...View all QuaEra jobs in New York, NY - New York jobsSalary Search: Data Scientist salaries in New York, NY","job_d3c27c70bf22d32e",""
"1111","Associate Detection Data Scientist","Expel","Virginia•","Understand how attacks work, what data sources exist and how to use all data sources together with analytical methods to drive understanding.","newAssociate Detection Data ScientistExpelVirginia•RemoteUnderstand how attacks work, what data sources exist and how to use all data sources together with analytical methods to drive understanding.
3 days ago·More...View all Expel jobs in Virginia - Virginia jobsSalary Search: Associate Detection Data Scientist salaries in VirginiaSee popular questions & answers about Expel","job_dca264fe33443e34","Remote"
"1211","Remote Data Scientist","Advito","Pittsburgh, PA•","Apply data science techniques (machine learning, statistical modeling, predictive analytics) to solve for current and future issues.","newRemote Data ScientistAdvito3.5Pittsburgh, PA•RemoteApply data science techniques (machine learning, statistical modeling, predictive analytics) to solve for current and future issues.
4 days ago·More...View all Advito jobs in Pittsburgh, PA - Pittsburgh jobsSalary Search: Remote Data Scientist salaries in Pittsburgh, PA","job_fc3bebfd4ac2a8ff","Remote"
"1311","Director, Impact Data Science","MasterCard","New York, NY 10011 (Flatiron District area)•Temporarily ","Build and manage relationships with leading data scientists and researchers from think tanks and top academic institutions to support understanding and use of…","Director, Impact Data ScienceMasterCard4.1New York, NY 10011 (Flatiron District area)•Temporarily RemoteBuild and manage relationships with leading data scientists and researchers from think tanks and top academic institutions to support understanding and use of…
30+ days ago·More...View all MasterCard jobs in New York, NY - New York jobsSalary Search: Director, Impact Data Science salaries in New York, NYSee popular questions & answers about MasterCard","job_ff13d8d5255e0516","Remote"
"1411","Data Scientist","Fama Technologies","","Minimum of 3-years experience in the data science/machine learning field.
 The data scientist role at Fama encompasses all aspects of the profession: obtaining…","Data ScientistFama TechnologiesRemoteMinimum of 3-years experience in the data science/machine learning field.
 The data scientist role at Fama encompasses all aspects of the profession: obtaining…
30+ days ago·More...View all Fama Technologies jobs in Remote - Remote jobsSalary Search: Data Scientist salaries in Remote","job_c15b6933d9326ed4","Remote"
"1511","Data Scientist","Snapdocs","Colorado+2 locations•","Additionally, you'll build and maintain production quality machine learning models and explore and prepare disparate data sources for machine learning work.","Data ScientistSnapdocs3.3Colorado+2 locations•Remote$120,000 - $150,000 a yearEasily applyAdditionally, you'll build and maintain production quality machine learning models and explore and prepare disparate data sources for machine learning work.
30+ days ago·More...View all Snapdocs jobs in Colorado - Colorado jobsSalary Search: Data Scientist salaries in Colorado","job_bc568f6d6d5f5e1f","Remote"
